reviewId,content,score
4f77606d-5091-44c9-b6fa-3e7deacdda6e,yaa,5
20161025-8e77-46a2-a76c-3fec60150009,good,5
2057c848-25f0-493b-b3ef-41edb3ffa9c7,very nice,5
aa360127-21c8-452d-9094-603b65086860,great,5
d985b217-4e8b-4fe0-a5d7-c00de6f8b32f,awesome,5
4cd982c7-2ecd-476d-9572-4ecf4dde2805,"works very good, good for school.",4
5220b470-b50b-4f09-a6e4-3ffde0c4aa71,Nice one,4
e0e1104c-5385-444a-b71c-43cbdb9a5db1,top,5
99fb9cba-50a3-470d-9d45-0806036a2a0d,I am so surprised I can use this app on my phone without a laptop or computer! This is so helpful for my college classes.,5
04769b97-fac1-421a-aed5-8eac7b4f288a,a very convenient word editing mobile map,5
4d07ce91-5e9e-424e-8961-4e355d6d5299,super good.,5
ea6f00d9-ac2e-48b3-8742-4bcd9318e259,good app,5
8bca3416-24d5-41bd-a190-66411ddab9b0,I like free,5
b7ec1ae3-17d0-4f64-8b4f-93fc0aa3eb5e,good,5
75d1e030-90fa-480a-bb70-589df63d091c,Great 👍 app,5
8d03a1d3-d67b-43e4-a982-61d159aff822,good app,5
a6fc16d2-807e-4100-8332-56a00936a0d8,"love the app, it's great being able to write and have all my book saved in the cloud:)",5
09f50b7e-3b19-497a-9d3c-ae38b9ee5e49,👍,5
9d579496-8c4d-4929-bff3-5ced59836645,This is just beautiful!,5
e9c2c8ef-193f-49c9-95ff-c45d858dd8fe,good,5
d1ff5d40-5c9a-49cc-a579-fb6288c407e9,so good,5
a900d254-624e-4585-b2b5-396467a7aeee,Excellent App and Very Useful,5
69e9e50b-4a21-4bf9-b3b3-0a0be7f56216,I can't make an account because it I have to choose if I'm a kid or a parent. I did both. Non of the worked. athan what will work?! What should I do?,1
46445e55-0231-4fee-b904-605178b68ae0,good,5
4b4e530a-0c6d-4d73-aca7-3e79f3677a6f,excellent app,5
0ddbd5a8-0c5c-4636-9653-f300e0fc3b8e,👍🏻👍🏻👍🏻,5
81f8eafb-976a-490c-9802-af09dde800fb,good,5
9d6857f7-6dcf-4e4c-b1e8-99269f3bbf16,very handy,4
e105b41e-3d52-4ef2-a6f4-d4eb1d10d71f,good,4
f0adf866-e2b7-44ad-9cf7-2806f8a01ce9,App never see one like it,5
5aca2d9e-5776-43ea-85c3-7a0b1831bac7,App call RR do edu all RR GK room a glass of water can of you to,5
538a552d-3eba-4dd0-ac6e-69b71bb365b2,good,5
f10a0cce-75fa-4038-85c4-1601223e6176,Outstanding!,5
a9ac697c-0c4d-4814-a5fb-2a8b1dd0ff25,Good app,4
41051e6e-d46c-4b32-8787-7824b53c72c4,Typical faultless MS Office app working well on Android.,5
590a0475-295a-4812-93be-acb6eef127af,it's more smoother and easy access,4
9790212a-88c6-41b5-b274-b2c55dfc7966,excellent at all times,5
fbbffe64-613b-409c-8749-507dd0b266f7,excellent,5
c7d80f1f-e58c-4db4-88a5-b7999cab6393,nice,3
14241a33-c67b-4023-8782-d8c4acfefe16,👍👍,5
ecfa5179-5c3b-490c-8837-98ea9dbbce5c,"Very bad, doesn't sign up and not working for long time",1
794b8d57-47d2-466f-ae33-4f31c4b49aba,good,5
3dd386f1-34b8-4857-a8c7-fa830d73d83c,good,4
0c36e690-ccad-41a6-ae86-fd552ae078fc,very helpful,5
e2404928-3722-41d9-9d33-3b4dd8bd2afb,good easy😍😍😍 to work,5
b162d0bc-e180-402e-8adf-7fa973ec153d,nice and easy,5
d86fe742-ec8c-4b00-96ae-25757e4d3a1a,it is best but limited to certain features unless premium subscription. please flex everything 🙏,5
15795bbc-2af0-4249-8157-7ef08e594fa9,best word processor android app.,5
7b9a9497-37f7-4b65-89af-cbc5252217d9,good,5
e9acb9a8-f18d-4d83-bc02-cb9fd8234580,very good app,5
7ca4db3c-c460-4f34-9fbd-9e2dcc88e761,kemahhh,5
bb7bf4ea-ce34-4d81-8416-36cfed520084,so slow,1
8ac88041-851c-4806-b5c2-661dc51bd1f3,Good,5
d7331988-ebd4-4cd2-9410-714c149d852d,excellent,5
950dd09e-cfd9-4af1-85f7-bb4cb234a881,axcellence,5
9ccb7ef7-03df-4970-ba63-e5583d9dfbec,I loved it,5
21b4e19f-7d2f-4301-8911-502a7fa6dfd3,very nice app and it helped me with my homework.....,5
86f5a3af-cb17-4a24-bbd6-1d8031723def,Ģood,5
54ba8e6b-e281-4f25-8392-ed38bae206d5,Nice,5
84e162f3-3d72-4543-9ec1-a9ab56f0715c,good,5
11c7ac55-0264-4be9-9c4e-aa464bbabadd,good,5
ec187e12-a9a0-4012-8d39-e89687687981,excellent 👍,5
4b6f74c0-68f6-46c3-be72-3bbfdfb61967,Again and again asking for update,1
b6c41c20-348a-4701-9b18-e94104842c62,nice,5
5103b037-198f-4125-8608-3ac2108eb23e,good,5
5a6bb963-5799-4b18-becf-8a37c0f6c35f,good,5
50778cc4-a357-4c33-8487-eca84378881c,"I like this Application, I am using at since 7 years on tablet feeling like PC.",5
90f53279-87e3-4b62-b7cd-cf2aa952cf92,good,5
d0399b34-a45f-49e8-a4f5-c1d751c3fb3a,good,5
3b487511-f8e5-46e2-85ed-417023c6c4c6,very good,5
f109ee6e-ad02-4c2f-9e28-3cef5dae1722,good,5
548e0ab7-a24a-4630-84dd-b5b60c1822a2,"very professional results, Easy to use and so many applications, Excellent 👍",5
